Entry Number,Hotel Name,Region,Hotel Type,Star Rating,Check-in Date,Season,Total Revenue,Occupancy Rate (%),Customer Rating (1-5),Feedback Category,Customer Comments
H1539,Metro Meridian,New York,Business,5,11/3/2024,Fall,26660,87.55,4.1,Cleanliness,Room was mostly clean.
H1540,Budget Haven,Texas,Budget,3,11/3/2024,Fall,30960,73.91,3.9,Service,"Staff was helpful, though not always available."
H1541,Mountain Retreat,Colorado,Boutique,3,11/4/2024,Fall,52560,86.95,3.3,Amenities,Some amenities were broken or missing.
H1542,The Grand Oak,California,Luxury,5,11/4/2024,Fall,23890,84.61,5,Service,Exceptional staff and warm hospitality.
H1543,Seaside Shores,Florida,Resort,4,11/4/2024,Fall,51920,96.92,3.5,Cleanliness,A little bit of trash was still left in trash can.
H1544,Metro Meridian,New York,Business,5,11/4/2024,Fall,23760,82.57,4.2,Cleanliness,So clean it felt brand new.
H1545,Budget Haven,Texas,Budget,3,11/4/2024,Fall,42340,91.22,3.5,Food,Breakfast was limited but decent.
H1546,Mountain Retreat,Colorado,Boutique,3,11/5/2024,Fall,55390,82.07,3,Amenities,Okay. Nothing special.
H1547,The Grand Oak,California,Luxury,5,11/5/2024,Fall,84060,99,4.7,Amenities,Lots of extras included.
H1548,Seaside Shores,Florida,Resort,4,11/5/2024,Fall,11120,93.89,4.2,Service,Always greeted with a smile.
H1549,Metro Meridian,New York,Business,5,11/5/2024,Fall,49750,95.94,4.1,Amenities,Modern amenities and comfortable spaces.
H1550,Budget Haven,Texas,Budget,3,11/5/2024,Fall,119700,91.74,4.7,Cleanliness,Hygiene standards were top notch.
H1551,Mountain Retreat,Colorado,Boutique,3,11/6/2024,Fall,75880,96.53,3.9,Cleanliness,Had to dust a bit but overall room was clean.
H1552,The Grand Oak,California,Luxury,5,11/6/2024,Fall,77520,78.8,3.9,Amenities,Modern amenities and comfortable spaces.
H1553,Seaside Shores,Florida,Resort,4,11/6/2024,Fall,122480,89.96,4.6,Amenities,Top-notch amenities with everything you need.
H1554,Metro Meridian,New York,Business,5,11/6/2024,Fall,67820,74.58,4.6,Service,Always greeted with a smile.
H1555,Budget Haven,Texas,Budget,3,11/6/2024,Fall,96250,86.25,4.7,Cleanliness,Hygiene standards were top notch.
H1556,Mountain Retreat,Colorado,Boutique,3,11/7/2024,Fall,61690,84.37,5,Cleanliness,Hygiene standards were top notch.
H1557,The Grand Oak,California,Luxury,5,11/7/2024,Fall,66210,81.77,3.6,Service,"Staff was helpful, though not always available."
H1558,Seaside Shores,Florida,Resort,4,11/7/2024,Fall,116540,98.75,3.7,Cleanliness,Room could smell a little better.
H1559,Metro Meridian,New York,Business,5,11/7/2024,Fall,29730,98.89,4.3,Amenities,Top-notch amenities with everything you need.
H1560,Budget Haven,Texas,Budget,3,11/7/2024,Fall,122200,91.14,5,Food,Loved every meal served.
H1561,Mountain Retreat,Colorado,Boutique,3,11/8/2024,Fall,52340,97.83,5,Service,Always greeted with a smile.
H1562,The Grand Oak,California,Luxury,5,11/8/2024,Fall,56350,99.05,4.7,Cleanliness,So clean it felt brand new.
H1563,Seaside Shores,Florida,Resort,4,11/8/2024,Fall,12150,80.06,4,Cleanliness,Room could smell a little better.
H1564,Metro Meridian,New York,Business,5,11/8/2024,Fall,39740,99.15,4.8,Service,Always greeted with a smile.
H1565,Budget Haven,Texas,Budget,3,11/8/2024,Fall,50520,70.07,3.1,Service,"Staff was helpful, though not always available."
H1566,Mountain Retreat,Colorado,Boutique,3,11/9/2024,Fall,41260,94.63,4.7,Cleanliness,So clean it felt brand new.
H1567,The Grand Oak,California,Luxury,5,11/9/2024,Fall,54710,71.99,4.2,Cleanliness,Cleaned twice a day – amazing!
H1568,Seaside Shores,Florida,Resort,4,11/9/2024,Fall,24810,98.43,4.8,Cleanliness,Hygiene standards were top notch.
H1569,Metro Meridian,New York,Business,5,11/9/2024,Fall,40350,90.48,4.5,Food,Buffet was fantastic.
H1570,Budget Haven,Texas,Budget,3,11/9/2024,Fall,69830,89.23,5,Food,Tasty and well-prepared dishes.
H1571,Mountain Retreat,Colorado,Boutique,3,11/10/2024,Fall,22970,87.86,3.9,Food,Limited but decent selection.
H1572,The Grand Oak,California,Luxury,5,11/10/2024,Fall,21890,99.18,3.4,Amenities,"Felt like a hostel, not a hotel."
H1573,Seaside Shores,Florida,Resort,4,11/10/2024,Fall,81010,79.58,4.3,Amenities,Lots of extras included.
H1574,Metro Meridian,New York,Business,5,11/10/2024,Fall,108880,76.87,4.4,Service,Always greeted with a smile.
H1575,Budget Haven,Texas,Budget,3,11/10/2024,Fall,110000,84.56,4.6,Cleanliness,Hygiene standards were top notch.
H1576,Mountain Retreat,Colorado,Boutique,3,11/11/2024,Fall,55110,90.75,4.6,Cleanliness,So clean it felt brand new.
H1577,The Grand Oak,California,Luxury,5,11/11/2024,Fall,62240,81.07,3.6,Food,Food took a while to arrive.
H1578,Seaside Shores,Florida,Resort,4,11/11/2024,Fall,7070,92.49,4.5,Service,Staff went above and beyond.
H1579,Metro Meridian,New York,Business,5,11/11/2024,Fall,106440,94.83,4.4,Service,Staff went above and beyond.
H1580,Budget Haven,Texas,Budget,3,11/11/2024,Fall,38170,75.64,3.4,Food,Limited vegetarian options.
H1581,Mountain Retreat,Colorado,Boutique,3,11/12/2024,Fall,90570,97.63,4,Service,"Staff was helpful, though not always available."
H1582,The Grand Oak,California,Luxury,5,11/12/2024,Fall,103600,85.49,4.1,Cleanliness,Room was mostly clean.
H1583,Seaside Shores,Florida,Resort,4,11/12/2024,Fall,81750,95.94,4,Cleanliness,Room was mostly clean.
H1584,Metro Meridian,New York,Business,5,11/12/2024,Fall,37380,70.23,4.2,Amenities,Lots of extras included.
H1585,Budget Haven,Texas,Budget,3,11/12/2024,Fall,120470,93.8,4.4,Cleanliness,So clean it felt brand new.
H1586,Mountain Retreat,Colorado,Boutique,3,11/13/2024,Fall,62740,84.19,3.9,Food,Breakfast was limited but decent.
H1587,The Grand Oak,California,Luxury,5,11/13/2024,Fall,71620,74.18,4.6,Food,Tasty and well-prepared dishes.
H1588,Seaside Shores,Florida,Resort,4,11/13/2024,Fall,59960,95.59,4.5,Service,Exceptional staff and warm hospitality.
H1589,Metro Meridian,New York,Business,5,11/13/2024,Fall,86400,98.61,4.6,Amenities,Top-notch amenities with everything you need.
H1590,Budget Haven,Texas,Budget,3,11/13/2024,Fall,95020,73.45,3.7,Cleanliness,A little bit of trash was still left in trash can.
H1591,Mountain Retreat,Colorado,Boutique,3,11/14/2024,Fall,58060,83.49,3.1,Food,Didn't match the 5 star reviews
H1592,The Grand Oak,California,Luxury,5,11/14/2024,Fall,12330,81.51,5,Service,Staff went above and beyond.
H1593,Seaside Shores,Florida,Resort,4,11/14/2024,Fall,22900,94.03,3.3,Food,Food was average.
H1594,Metro Meridian,New York,Business,5,11/14/2024,Fall,22080,98.06,4.7,Amenities,Modern amenities and comfortable spaces.
H1595,Budget Haven,Texas,Budget,3,11/14/2024,Fall,117050,85.27,3,Food,Limited vegetarian options.
H1596,Mountain Retreat,Colorado,Boutique,3,11/15/2024,Fall,123490,76.62,4,Food,Food took a while to arrive.
H1597,The Grand Oak,California,Luxury,5,11/15/2024,Fall,41550,76.51,4.4,Food,Tasty and well-prepared dishes.
H1598,Seaside Shores,Florida,Resort,4,11/15/2024,Fall,66690,86.91,4.6,Service,Always greeted with a smile.
H1599,Metro Meridian,New York,Business,5,11/15/2024,Fall,111700,85.75,4.2,Cleanliness,So clean it felt brand new.
H1600,Budget Haven,Texas,Budget,3,11/15/2024,Fall,115130,96,4.7,Cleanliness,Cleaned twice a day – amazing!
H1601,Mountain Retreat,Colorado,Boutique,3,11/16/2024,Fall,41330,90.28,3,Food,Bland
H1602,The Grand Oak,California,Luxury,5,11/16/2024,Fall,20840,98.94,4.9,Amenities,Lots of extras included.
H1603,Seaside Shores,Florida,Resort,4,11/16/2024,Fall,95490,73.46,4,Amenities,Modern amenities and comfortable spaces.
H1604,Metro Meridian,New York,Business,5,11/16/2024,Fall,86580,85.36,4.4,Amenities,Top-notch amenities with everything you need.
H1605,Budget Haven,Texas,Budget,3,11/16/2024,Fall,21930,80.78,4.8,Amenities,Top-notch amenities with everything you need.
H1606,Mountain Retreat,Colorado,Boutique,3,11/17/2024,Fall,118430,99.44,4.5,Service,Always greeted with a smile.
H1607,The Grand Oak,California,Luxury,5,11/17/2024,Fall,40180,83.82,3.7,Cleanliness,A little bit of trash was still left in trash can.
H1608,Seaside Shores,Florida,Resort,4,11/17/2024,Fall,99690,73.3,4.5,Food,Tasty and well-prepared dishes.
H1609,Metro Meridian,New York,Business,5,11/17/2024,Fall,8730,74.51,4,Amenities,Modern amenities and comfortable spaces.
H1610,Budget Haven,Texas,Budget,3,11/17/2024,Fall,67830,70.54,3.9,Food,Food took a while to arrive.
H1611,Mountain Retreat,Colorado,Boutique,3,11/18/2024,Fall,109330,77.85,4.1,Cleanliness,So clean it felt brand new.
H1612,The Grand Oak,California,Luxury,5,11/18/2024,Fall,77710,77.6,4.1,Cleanliness,Had to dust a bit but overall room was clean.
H1613,Seaside Shores,Florida,Resort,4,11/18/2024,Fall,119780,88.17,5,Food,Loved every meal served.
H1614,Metro Meridian,New York,Business,5,11/18/2024,Fall,42630,96.23,3.3,Food,Limited vegetarian options.
H1615,Budget Haven,Texas,Budget,3,11/18/2024,Fall,81510,88.11,3.2,Food,Limited but decent selection.
H1616,Mountain Retreat,Colorado,Boutique,3,11/19/2024,Fall,7520,70.57,4.2,Service,Always greeted with a smile.
H1617,The Grand Oak,California,Luxury,5,11/19/2024,Fall,103900,92.14,4,Cleanliness,Room could smell a little better.
H1618,Seaside Shores,Florida,Resort,4,11/19/2024,Fall,65300,89.93,5,Service,Exceptional staff and warm hospitality.
H1619,Metro Meridian,New York,Business,5,11/19/2024,Fall,82690,92.11,4.1,Cleanliness,Room was mostly clean.
H1620,Budget Haven,Texas,Budget,3,11/19/2024,Fall,118600,74.5,4.9,Service,Exceptional staff and warm hospitality.
H1621,Mountain Retreat,Colorado,Boutique,3,11/20/2024,Fall,33140,83.48,4.8,Food,Tasty and well-prepared dishes.
H1622,The Grand Oak,California,Luxury,5,11/20/2024,Fall,31390,87.23,5,Amenities,Lots of extras included.
H1623,Seaside Shores,Florida,Resort,4,11/20/2024,Fall,97090,78.73,3.4,Amenities,Okay. Nothing special.
H1624,Metro Meridian,New York,Business,5,11/20/2024,Fall,74920,87.66,4.5,Cleanliness,So clean it felt brand new.
H1625,Budget Haven,Texas,Budget,3,11/20/2024,Fall,11690,84.13,3.3,Amenities,Some amenities were broken or missing.
H1626,Mountain Retreat,Colorado,Boutique,3,11/21/2024,Fall,92630,82.73,3.4,Service,Slow check-in.
H1627,The Grand Oak,California,Luxury,5,11/21/2024,Fall,98760,83.29,4.4,Amenities,Top-notch amenities with everything you need.
H1628,Seaside Shores,Florida,Resort,4,11/21/2024,Fall,18640,92.33,4.3,Food,Chef really knows their craft.
H1629,Metro Meridian,New York,Business,5,11/21/2024,Fall,109230,73.89,3.9,Cleanliness,Had to dust a bit but overall room was clean.
H1630,Budget Haven,Texas,Budget,3,11/21/2024,Fall,21960,73.24,3.9,Cleanliness,A little bit of trash was still left in trash can.
H1631,Mountain Retreat,Colorado,Boutique,3,11/22/2024,Fall,7560,88.8,4.4,Food,Loved every meal served.
H1632,The Grand Oak,California,Luxury,5,11/22/2024,Fall,52320,80.85,5,Amenities,Lots of extras included.
H1633,Seaside Shores,Florida,Resort,4,11/22/2024,Fall,22180,87.63,3.1,Amenities,"Felt like a hostel, not a hotel."
H1634,Metro Meridian,New York,Business,5,11/22/2024,Fall,54610,95.74,3.8,Cleanliness,A little bit of trash was still left in trash can.
H1635,Budget Haven,Texas,Budget,3,11/22/2024,Fall,107280,92.58,4.5,Cleanliness,So clean it felt brand new.
H1636,Mountain Retreat,Colorado,Boutique,3,11/23/2024,Fall,31780,79.35,5,Food,Tasty and well-prepared dishes.
H1637,The Grand Oak,California,Luxury,5,11/23/2024,Fall,112450,75.68,3.7,Amenities,Modern amenities and comfortable spaces.
H1638,Seaside Shores,Florida,Resort,4,11/23/2024,Fall,62730,70.22,4.5,Food,Loved every meal served.
H1639,Metro Meridian,New York,Business,5,11/23/2024,Fall,13680,97.89,3.5,Cleanliness,Clean enough for a short stay.
H1640,Budget Haven,Texas,Budget,3,11/23/2024,Fall,19130,77.46,3.2,Food,Food was average.
H1641,Mountain Retreat,Colorado,Boutique,3,11/24/2024,Fall,16970,86.66,3.8,Cleanliness,Hygiene standards were top notch.
H1642,The Grand Oak,California,Luxury,5,11/24/2024,Fall,113940,75.47,4.4,Food,Tasty and well-prepared dishes.
H1643,Seaside Shores,Florida,Resort,4,11/24/2024,Fall,11670,74.16,4.7,Cleanliness,Cleaned twice a day – amazing!
H1644,Metro Meridian,New York,Business,5,11/24/2024,Fall,15410,71.31,4.6,Cleanliness,So clean it felt brand new.
H1645,Budget Haven,Texas,Budget,3,11/24/2024,Fall,99480,79.08,3.5,Cleanliness,A little bit of trash was still left in trash can.
H1646,Mountain Retreat,Colorado,Boutique,3,11/25/2024,Fall,27170,98.37,5,Amenities,Lots of extras included.
H1647,The Grand Oak,California,Luxury,5,11/25/2024,Fall,56630,90.79,4.7,Amenities,Top-notch amenities with everything you need.
H1648,Seaside Shores,Florida,Resort,4,11/25/2024,Fall,100310,87.14,4,Food,Limited but decent selection.
H1649,Metro Meridian,New York,Business,5,11/25/2024,Fall,14930,80.45,4.2,Service,Always greeted with a smile.
H1650,Budget Haven,Texas,Budget,3,11/25/2024,Fall,56670,71.69,3.5,Cleanliness,Clean enough for a short stay.
H1651,Mountain Retreat,Colorado,Boutique,3,11/26/2024,Fall,30050,86.61,5,Amenities,Lots of extras included.
H1652,The Grand Oak,California,Luxury,5,11/26/2024,Fall,28610,74.07,4.1,Food,Breakfast was limited but decent.
H1653,Seaside Shores,Florida,Resort,4,11/26/2024,Fall,62360,82.57,4.2,Food,Loved every meal served.
H1654,Metro Meridian,New York,Business,5,11/26/2024,Fall,36310,98.18,4.3,Service,Staff went above and beyond.
H1655,Budget Haven,Texas,Budget,3,11/26/2024,Fall,80600,93.29,4.1,Food,Limited but decent selection.
H1656,Mountain Retreat,Colorado,Boutique,3,11/27/2024,Fall,110470,71.64,3.7,Food,Food took a while to arrive.
H1657,The Grand Oak,California,Luxury,5,11/27/2024,Fall,110140,75.94,3.6,Food,Food took a while to arrive.
H1658,Seaside Shores,Florida,Resort,4,11/27/2024,Fall,55660,85.84,4.7,Food,Loved every meal served.
H1659,Metro Meridian,New York,Business,5,11/27/2024,Fall,52240,79.48,3.6,Cleanliness,Had to dust a bit but overall room was clean.
H1660,Budget Haven,Texas,Budget,3,11/27/2024,Fall,106940,94.04,4.2,Service,Exceptional staff and warm hospitality.
H1661,Mountain Retreat,Colorado,Boutique,3,11/28/2024,Fall,91330,90.35,4.8,Amenities,Top-notch amenities with everything you need.
H1662,The Grand Oak,California,Luxury,5,11/28/2024,Fall,93980,73.48,3.4,Food,Food was average.
H1663,Seaside Shores,Florida,Resort,4,11/28/2024,Fall,20750,99.08,3.9,Cleanliness,Clean enough for a short stay.
H1664,Metro Meridian,New York,Business,5,11/28/2024,Fall,119970,98.11,3.6,Amenities,"Loved the spa, gym, and pool."
H1665,Budget Haven,Texas,Budget,3,11/28/2024,Fall,96900,94.47,3.2,Service,Slow check-in.
H1666,Mountain Retreat,Colorado,Boutique,3,11/29/2024,Fall,39530,85.35,3.3,Amenities,Very basic and outdated facilities.
H1667,The Grand Oak,California,Luxury,5,11/29/2024,Fall,78550,84.79,4.3,Amenities,Lots of extras included.
H1668,Seaside Shores,Florida,Resort,4,11/29/2024,Fall,37590,96.63,3.8,Cleanliness,Had to dust a bit but overall room was clean.
H1669,Metro Meridian,New York,Business,5,11/29/2024,Fall,97310,79.56,4,Food,Limited but decent selection.
H1670,Budget Haven,Texas,Budget,3,11/29/2024,Fall,32370,86.6,3.4,Amenities,Very basic and outdated facilities.
H1671,Mountain Retreat,Colorado,Boutique,3,11/30/2024,Fall,46810,71.53,3.7,Food,Food took a while to arrive.
H1672,The Grand Oak,California,Luxury,5,11/30/2024,Fall,79900,76.09,3.7,Food,Breakfast was limited but decent.
H1673,Seaside Shores,Florida,Resort,4,11/30/2024,Fall,67510,80.72,5,Cleanliness,Cleaned twice a day – amazing!
H1674,Metro Meridian,New York,Business,5,11/30/2024,Fall,123400,93.19,3.6,Cleanliness,Room was spotless and well-kept.
H1675,Budget Haven,Texas,Budget,3,11/30/2024,Fall,10770,99.42,3.8,Location,Excellent for walking everywhere.
H1676,Mountain Retreat,Colorado,Boutique,3,12/1/2024,Winter,46250,80.89,4.9,Location,Excellent for walking everywhere.
H1677,The Grand Oak,California,Luxury,5,12/1/2024,Winter,112680,86.18,4.2,Cleanliness,Super clean bathrooms and linens.
H1678,Seaside Shores,Florida,Resort,4,12/1/2024,Winter,88830,80.65,4.1,Cleanliness,Super clean bathrooms and linens.
H1679,Metro Meridian,New York,Business,5,12/1/2024,Winter,19630,76.79,4.3,Food,Tasty and well-prepared dishes.
H1680,Budget Haven,Texas,Budget,3,12/1/2024,Winter,24640,81.94,3.2,Service,Slow check-in process.
H1681,Mountain Retreat,Colorado,Boutique,3,12/2/2024,Winter,28170,90.46,4.9,Location,Excellent for walking everywhere.
H1682,The Grand Oak,California,Luxury,5,12/2/2024,Winter,57390,94.69,3,Cleanliness,Room was spotless and well-kept.
H1683,Seaside Shores,Florida,Resort,4,12/2/2024,Winter,35260,99.08,4.4,Service,Always greeted with a smile.
H1684,Metro Meridian,New York,Business,5,12/2/2024,Winter,85330,96.28,4.9,Location,Excellent for walking everywhere.
H1685,Budget Haven,Texas,Budget,3,12/2/2024,Winter,69690,97.26,4.8,Service,Always greeted with a smile.
H1686,Mountain Retreat,Colorado,Boutique,3,12/3/2024,Winter,82810,97.08,3.6,Service,Staff went above and beyond.
H1687,The Grand Oak,California,Luxury,5,12/3/2024,Winter,43370,75.4,3.8,Service,Staff went above and beyond.
H1688,Seaside Shores,Florida,Resort,4,12/3/2024,Winter,118420,88.08,4.9,Amenities,Modern amenities and comfortable spaces.
H1689,Metro Meridian,New York,Business,5,12/3/2024,Winter,94670,79.92,4.2,Cleanliness,Room was spotless and well-kept.
H1690,Budget Haven,Texas,Budget,3,12/3/2024,Winter,65920,70.29,4,Service,Always greeted with a smile.
H1691,Mountain Retreat,Colorado,Boutique,3,12/4/2024,Winter,87690,83.94,3.9,Location,Excellent for walking everywhere.
H1692,The Grand Oak,California,Luxury,5,12/4/2024,Winter,54290,98.42,4.7,Service,Staff went above and beyond.
H1693,Seaside Shores,Florida,Resort,4,12/4/2024,Winter,97540,92.29,4.4,Service,Always greeted with a smile.
H1694,Metro Meridian,New York,Business,5,12/4/2024,Winter,18950,73.68,4.6,Cleanliness,Super clean bathrooms and linens.
H1695,Budget Haven,Texas,Budget,3,12/4/2024,Winter,57470,96.83,4.9,Location,Excellent for walking everywhere.
H1696,Mountain Retreat,Colorado,Boutique,3,12/5/2024,Winter,22920,92.95,3.2,Service,Slow check-in process.
H1697,The Grand Oak,California,Luxury,5,12/5/2024,Winter,62540,88.58,3.8,Location,Excellent for walking everywhere.
H1698,Seaside Shores,Florida,Resort,4,12/5/2024,Winter,47870,71.84,3.7,Cleanliness,Room was spotless and well-kept.
H1699,Metro Meridian,New York,Business,5,12/5/2024,Winter,43820,92.63,3.7,Amenities,Modern amenities and comfortable spaces.
H1700,Budget Haven,Texas,Budget,3,12/5/2024,Winter,79550,77.11,4.7,Amenities,Modern amenities and comfortable spaces.
H1701,Mountain Retreat,Colorado,Boutique,3,12/6/2024,Winter,46670,73.49,3.9,Cleanliness,Room was spotless and well-kept.
H1702,The Grand Oak,California,Luxury,5,12/6/2024,Winter,8770,73.23,4.1,Cleanliness,Super clean bathrooms and linens.
H1703,Seaside Shores,Florida,Resort,4,12/6/2024,Winter,45540,84.59,3.2,Service,Slow check-in process.
H1704,Metro Meridian,New York,Business,5,12/6/2024,Winter,92770,71.77,4.2,Location,Excellent for walking everywhere.
H1705,Budget Haven,Texas,Budget,3,12/6/2024,Winter,48440,73.83,4.4,Service,Always greeted with a smile.
H1706,Mountain Retreat,Colorado,Boutique,3,12/7/2024,Winter,52760,83.53,4.3,Service,Staff went above and beyond.
